,created_at,text,Polarity,Subjectivity,Aggregate Score
result_type,2020-04-02 23:58:46,"@SuperclusterHQ @thirdrowtesla @elonmusk @JimBridenstine @Commercial_Crew @AstroBehnken wait, is that red... #Tesla red?",0.0,0.0,0.0
result_type,2020-04-02 23:56:50,"For those who wants to support #Tesla's mission not in a situation to buy the product, here is a good tip.Reserve https://t.co/xr96P2bK8D",0.44999999999999996,0.35000000000000003,0.4
result_type,2020-04-02 23:56:07,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:53:22,Damn it - #Tesla now has enough fleet to sell merchandise &amp; PARTS &amp; profit. Take my money in advance @elonmusk https://t.co/YWDvIRycNY,0.0,0.5,0.25
result_type,2020-04-02 23:53:17,"Chriss #Tesla #Model3 #P3D is super reliable like mine. After 30k miles, not even a single service, only minimal w https://t.co/zpwB7a3ASZ",0.040476190476190464,0.6202380952380953,0.33035714285714285
result_type,2020-04-02 23:52:34,Tesla Giga 3 Shanghai China Made Model 3 Is The Only Highlight Of Chinas Car Sales In March.$TSLA #Tesla #China #Mo,0.0,1.0,0.5
result_type,2020-04-02 23:51:29,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:50:57,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:50:40,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:50:33,"Under the toughest conditions imaginable $TSLA just delivered 88,400 cars!!! Thats amazing! Huge congrats to @elonmusk",0.5750000000000001,0.9,0.7375
result_type,2020-04-02 23:49:27,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:48:30,The reason this news is so immense is because of the bigger story it tells. $TSLA has produced &amp; delivered 30% more than,0.16666666666666666,0.6666666666666666,0.41666666666666663
result_type,2020-04-02 23:48:03,"Here at Karl Knudsen Automotive Chatswood, We repair your power steering and can direct you in the right way when i https://t.co/zbmETdQuL3",0.19285714285714284,0.46785714285714286,0.33035714285714285
result_type,2020-04-02 23:47:30,"#Tesla #TeslaStrongTesla Q1 deliveries beat, 88.4K vs. 79K estimated - CNBC https://t.co/FWtXJUBHnp",0.0,0.0,0.0
result_type,2020-04-02 23:46:08,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:46:00,Who Owns the Performance Upgrade #automotive #tesla #wpool https://t.co/wgZu4DLQXs,0.0,0.0,0.0
result_type,2020-04-02 23:45:50,"Dear @elonmusk + @Tesla,A year ago I put my faith in you and brought #Teslas to Panama Now I ask you to give Panama a cha",0.0,0.0,0.0
result_type,2020-04-02 23:45:40,"Dear @Kimbal + @Tesla,A year ago I put my faith in you and brought #Teslas to Panama Now I ask you to give Panama a chanc",0.0,0.0,0.0
result_type,2020-04-02 23:45:18,"Tesla Had The Best Ever Q1 Performance, Total Production 102K and Deliveries 88,400 UnitsCongratulation @elonmusk &amp;",0.5,0.525,0.5125
result_type,2020-04-02 23:45:16,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:44:11,"Dear @elonmusk + @Tesla,A year ago I put my faith in you and brought #Teslas to Panama Now I ask you to give Panama a cha",0.0,0.0,0.0
result_type,2020-04-02 23:42:38,Tesla Giga 3 Shanghai China Made Model 3 Is The Only Highlight Of Chinas Car Sales In March.$TSLA #Tesla #China #Mo,0.0,1.0,0.5
result_type,2020-04-02 23:42:33,Tesla New Vehicle Sales In Taiwan  Now Kicking In With Plaid Mode$TSLA #Tesla #Taiwan https://t.co/jP0GJpXgFH,0.13636363636363635,0.45454545454545453,0.2954545454545454
result_type,2020-04-02 23:42:24,Top or bottom ? #tesla #RAM Please Retweet! #supercar https://t.co/jSLg8NrrLM,0.625,0.5,0.5625
result_type,2020-04-02 23:42:13,Bout to Drop This whole thing Anonz... I live in LA I have a packer account ... Stand By #Qanon #Darktolight https://t.co/4Lz2gHXglg,0.16818181818181818,0.45,0.3090909090909091
result_type,2020-04-02 23:41:57,"Tesla Had The Best Ever Q1 Performance, Total Production 102K and Deliveries 88,400 UnitsCongratulation @elonmusk &amp;",0.5,0.525,0.5125
result_type,2020-04-02 23:41:10,@Tesla Q1 2020 Vehicle Production &amp; Deliveries. Given the situation at hand which hailed production and slowed spend,0.0,0.0,0.0
result_type,2020-04-02 23:41:07,"Tesla Had The Best Ever Q1 Performance, Total Production 102K and Deliveries 88,400 UnitsCongratulation @elonmusk &amp;",0.5,0.525,0.5125
result_type,2020-04-02 23:40:37,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:40:26,"Dear @Kimbal + @Tesla,A year ago I put my faith in you and brought #Teslas to Panama Now I ask you to give Panama a chanc",0.0,0.0,0.0
result_type,2020-04-02 23:40:05,"Tesla Had The Best Ever Q1 Performance, Total Production 102K and Deliveries 88,400 UnitsCongratulation @elonmusk &amp;",0.5,0.525,0.5125
result_type,2020-04-02 23:39:52,"Tesla Had The Best Ever Q1 Performance, Total Production 102K and Deliveries 88,400 UnitsCongratulation @elonmusk &amp;",0.5,0.525,0.5125
result_type,2020-04-02 23:39:14,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:39:12,Giveaway time. RT for a chance to win a Hot Wheels Tesla. Winners will be chosen on April 9th. Must follow so I can DM you.,0.525,0.625,0.575
result_type,2020-04-02 23:38:48,"Tesla Had The Best Ever Q1 Performance, Total Production 102K and Deliveries 88,400 UnitsCongratulation @elonmusk &amp;",0.5,0.525,0.5125
