,created_at,text,Polarity,Subjectivity,Aggregate Score
result_type,2020-03-07 23:59:04,What a great day with Okanagan Tesla community!! #tesla #kelowna #okanagan https://t.co/NBCqRlkUzJ,1.0,0.75,0.875
result_type,2020-03-07 23:58:55,Tesla Gigafactory Brazil  Could Happen with Elon Musks Upcoming Visit $TSLA #Tesla #GigaBrazil Detail:https:,0.0,0.0,0.0
result_type,2020-03-07 23:56:36," Problem Reported - Buellton, CA #SuperchargerTwo chargers damaged (hit by car?)View more in #TezLab App#Tesla#US_CA",0.5,0.5,0.5
result_type,2020-03-07 23:52:20,Tesla turned a car into a phone that has wheels. #Tesla,0.0,0.0,0.0
result_type,2020-03-07 23:51:52,"New #tesla supercharger station coming in Abbotsford, BC, Canada. https://t.co/0j9PhSyPoU",0.13636363636363635,0.45454545454545453,0.2954545454545454
result_type,2020-03-07 23:51:18,Anybody else #model3 have this problem? Sometimes mines wont open when I click the button #tesla https://t.co/426K5bWLyd,0.0,0.5,0.25
result_type,2020-03-07 23:46:03,Tesla filed a patent :Solar roof tile module$TSLA #Tesla #SolarRoof https://t.co/97V8TdHljN,0.0,0.0,0.0
result_type,2020-03-07 23:46:00,"Woah, forgot we recorded a video with me walking around the Model Y last week. I feel like it's my civic duty to release t",0.0,0.06666666666666667,0.03333333333333333
result_type,2020-03-07 23:45:51,"I am giving away a free Tesla Model 3 Performance tonight to the first person who replies to this tweet at precisely 0230, ET!",0.3833333333333333,0.6444444444444445,0.5138888888888888
result_type,2020-03-07 23:44:31,Tesla Gigafactory Brazil  Could Happen with Elon Musks Upcoming Visit $TSLA #Tesla #GigaBrazil Detail:https:,0.0,0.0,0.0
result_type,2020-03-07 23:40:05,"@alaskanillusion @55true4u @SaRaAshcraft @DailyMail Why am I not surprised about you not mentioning about the ""High https://t.co/2Eya6FPfJI",0.055,0.72,0.3875
result_type,2020-03-07 23:39:03,"@elonmusk So I purchase a vehicle and it has included and functional rear heated seats at purchase, a feature the salesman",0.0,0.0,0.0
result_type,2020-03-07 23:38:50,"@StanginNbangin @loucheliferadio @RhombusRecords many THANKS for the support we are very,very honered and humble to be o",0.16666666666666666,0.3666666666666667,0.26666666666666666
result_type,2020-03-07 23:37:37,Almost to the Atlantic Coast! First cross Canada  #Tesla run via #Supercharger Network about to finish in Halifax NS! #,0.125,0.16666666666666666,0.14583333333333331
result_type,2020-03-07 23:37:31,"Driving the #tesla to damn near empty, then hitting a supercharger to see how long it really takes!!! New video coming soon!",0.1022159090909091,0.39090909090909093,0.24656250000000002
