,created_at,text,Polarity,Subjectivity,Aggregate Score
result_type,2020-04-07 23:59:40,Why are #Tesla owners so obsessed with traffic cone visualisation?  #idontgetit.  #model3au #model3 #autopilot.,-0.5,1.0,0.25
result_type,2020-04-07 23:59:07,Watching @MunroAssociates on @YouTube while waiting for #Curbside Pickup from @HEB.  #Tesla #Model3 #Texas #MyHEB https://t.co/LQwMEtMxGH,0.0,0.0,0.0
result_type,2020-04-07 23:58:26,Kimbal Musk would like his workers to eat cake. #Tesla $TSLAQ https://t.co/MJGSzgc8fN,0.0,0.0,0.0
result_type,2020-04-07 23:57:37,NEW VIDEO! Top 10 Features of the Tesla Model 3 and Tesla Model Y. Go check it out!#model3 #modely #tesla https://t.co/jZE1DbO24v,0.3352272727272727,0.4772727272727273,0.40625
result_type,2020-04-07 23:57:16, JUST IN: Tesla Completes Blockchain Pilot to Speed Up China Imports Processhttps://t.co/dcKjYl1ReU #crypto #Blockchai,0.0,0.0,0.0
result_type,2020-04-07 23:55:59,Where are the #Tesla's at? @teslaquadcities - https://t.co/cuAFOPsnlB - online C&amp;C for now.,0.0,0.0,0.0
result_type,2020-04-07 23:54:00,"#honda Ridgeline, #ford Ecosport and #tesla profits Autoblog Podcast 537 https://t.co/Gp4xgtu2Ut https://t.co/IYbTjCbph5",0.0,0.0,0.0
result_type,2020-04-07 23:52:02,#Tesla Dashcam viewer showing #SentryMode footage of behind the scenes at @scwrap when my #Model3 got red calipers  https://t.co/8U1jHmbnzM,-0.2,0.35,0.07499999999999998
result_type,2020-04-07 23:49:42,"Part 2.  Stock Talk with yours truly. Lets talk about stocks, the market and what comes next...  Are you bored. Lets",-0.25,0.5,0.125
result_type,2020-04-07 23:48:19,When everyone is getting 2020.12.5 with dashcam viewer and you're stuck on 2020.8.3 #Tesla $TSLA https://t.co/9J9HWqgWgW,0.0,0.0,0.0
result_type,2020-04-07 23:48:15,"The future is #Tesla! Have your chips &amp; guacamole ready for our latest @thirdrowtesla podcast episode 13 with @esok_mir, @flcn",0.2333333333333333,0.5083333333333333,0.3708333333333333
result_type,2020-04-07 23:47:33,When everyone is getting 2020.12.5 with dashcam viewer and you're stuck on 2020.8.3 #Tesla $TSLA https://t.co/9J9HWqgWgW,0.0,0.0,0.0
result_type,2020-04-07 23:46:58,VIDEO: Tesla customer stories in China  Excellently made Promo Video made by Tesla China. English Subtitled Scenes fr,0.5,0.5,0.5
result_type,2020-04-07 23:46:29,#Tesla software update version  2020.12.5 incoming!!! Ive lost track of all the great updates and new features received over,0.4681818181818182,0.6022727272727273,0.5352272727272728
result_type,2020-04-07 23:46:16,When everyone is getting 2020.12.5 with dashcam viewer and you're stuck on 2020.8.3 #Tesla $TSLA https://t.co/9J9HWqgWgW,0.0,0.0,0.0
result_type,2020-04-07 23:45:44,"@montana_skeptic Instead of just giving away the few bucks in the fund, Kimbal would rather steal from his blue and pink co",-0.10000000000000002,0.16666666666666666,0.03333333333333332
result_type,2020-04-07 23:45:21,3 whole quarters of the way to 100 days of tweeting @elonmusk every single day for a free @Tesla. Also been 74 days https://t.co/LtaBC32MRd,0.1761904761904762,0.4714285714285715,0.3238095238095238
result_type,2020-04-07 23:44:19,VIDEO: Tesla customer stories in China  Excellently made Promo Video made by Tesla China. English Subtitled Scenes fr,0.5,0.5,0.5
result_type,2020-04-07 23:44:04,"Insecure Elon Musk was NOT tagged in the Newsom ventilator update; but, Musk was quick to respond, lest we forget h https://t.co/BZljZRjVYr",-0.08333333333333334,0.6875,0.3020833333333333
result_type,2020-04-07 23:43:20,Trade the i8 for a model 3 performance? Rebuilt title. Still supercharges. Yay or nay? #i8 #bmw #tesla #model3 https://t.,0.0,0.0,0.0
result_type,2020-04-07 23:42:03,The Dashcam viewer update killed the #Roadie (for now) in my #Tesla #Model3 so be careful out there! FYI @tryroadie https://t.co/bj9U2gs3wG,-0.1625,0.5,0.16875
result_type,2020-04-07 23:41:21,"Part 2.  Stock Talk with yours truly. Lets talk about stocks, the market and what comes next...  Are you bored. Lets",-0.25,0.5,0.125
result_type,2020-04-07 23:41:20,"Stock Talk with yours truly. Lets talk about stocks, the market and what comes next...  Are you bored. Lets hang. Ask",-0.25,0.5,0.125
result_type,2020-04-07 23:41:16,"Part 2.  Stock Talk with yours truly. Lets talk about stocks, the market and what comes next...  Are you bored. Lets",-0.25,0.5,0.125
result_type,2020-04-07 23:41:10,"Part 2.  Stock Talk with yours truly. Lets talk about stocks, the market and what comes next...  Are you bored. Lets",-0.25,0.5,0.125
result_type,2020-04-07 23:41:08,"Stock Talk with yours truly. Lets talk about stocks, the market and what comes next...  Are you bored. Lets hang. Ask",-0.25,0.5,0.125
result_type,2020-04-07 23:39:42,"Part 2.  Stock Talk with yours truly. Lets talk about stocks, the market and what comes next...  Are you bored. Lets",-0.25,0.5,0.125
